# dimensionless [l(l+1)/2pi] C_l's for scalar mode
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  142       5.540236504685e-10       1.499710849737e-13      -6.063282780270e-12       0.000000000000e+00       3.889546663684e-12       7.140692014612e-13      -4.539493565482e-15 
  143       5.586035740660e-10       1.497876424018e-13      -6.091812841671e-12       0.000000000000e+00       3.812788753844e-12       7.034157593889e-13      -4.476355850445e-15 
  144       5.631670226612e-10       1.495388197764e-13      -6.117463825275e-12       0.000000000000e+00       3.737744969040e-12       6.929047834188e-13      -4.411552517809e-15 
  145       5.677128645182e-10       1.492251540369e-13      -6.140183115913e-12       0.000000000000e+00       3.664395119067e-12       6.825359290299e-13      -4.345122671816e-15 
  146       5.722400615223e-10       1.488472886224e-13      -6.159919889041e-12       0.000000000000e+00       3.592746275307e-12       6.723142844962e-13      -4.277207546853e-15 
  147       5.767475385561e-10       1.484059634275e-13      -6.176624651481e-12       0.000000000000e+00       3.522799603280e-12       6.622444505877e-13      -4.207955609153e-15 
  148       5.812341826938e-10       1.479020165811e-13      -6.190249282086e-12       0.000000000000e+00       3.454550215070e-12       6.523305261192e-13      -4.137522665534e-15 
  149       5.856988423939e-10       1.473363862242e-13      -6.200747072403e-12       0.000000000000e+00       3.387987021750e-12       6.425760934987e-13      -4.066071972148e-15 
  150       5.901403266928e-10       1.467101122879e-13      -6.208072767328e-12       0.000000000000e+00       3.323092585808e-12       6.329842042765e-13      -3.993774343225e-15 
  151       5.945574043984e-10       1.460243382721e-13      -6.212182605774e-12       0.000000000000e+00       3.259842973571e-12       6.235573646929e-13      -3.920808259810e-15 
  152       5.989488032831e-10       1.452803130228e-13      -6.213034361331e-12       0.000000000000e+00       3.198207607631e-12       6.142975212277e-13      -3.847359978514e-15 
  153       6.033132092777e-10       1.444793925112e-13      -6.210587382928e-12       0.000000000000e+00       3.138149119272e-12       6.052060461480e-13      -3.773623640254e-15 
  154       6.076492656641e-10       1.436230416108e-13      -6.204802635493e-12       0.000000000000e+00       3.079623200893e-12       5.962837230575e-13      -3.699801378997e-15 
  155       6.119555722695e-10       1.427128358766e-13      -6.195642740617e-12       0.000000000000e+00       3.022578458433e-12       5.875307324444e-13      -3.626103430505e-15 
  156       6.162306846591e-10       1.417504633221e-13      -6.183072017216e-12       0.000000000000e+00       2.966956263800e-12       5.789466372304e-13      -3.552748241074e-15 
  157       6.204731133298e-10       1.407377261986e-13      -6.167056522191e-12       0.000000000000e+00       2.912690607292e-12       5.705303683193e-13      -3.479962576286e-15 
